idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
194,9.783333333333333,0.49384417029756866,-0.07821723252011624,-19.858333333333334,0,0,0,0,0,0,0,80,0,0,0
195,9.833333333333332,0.49384417029756866,-0.07821723252011624,-19.858333333333334,0,0,0,0,0,0,0,80,0,0,0
196,9.883333333333333,0.49384417029756866,-0.07821723252011624,-19.858333333333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
197,9.933333333333334,0.49163950882302593,-0.07786804844636572,-19.78307291666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
198,9.983333333333333,0.48943484734848325,-0.0775188643726152,-19.7078125,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
199,10.033333333333333,0.4872301858739405,-0.07716968029886469,-19.632552083333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
200,10.083333333333332,0.4850255243993978,-0.07682049622511417,-19.557291666666668,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
201,10.133333333333333,0.4828208629248551,-0.07647131215136364,-19.482031250000002,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
202,10.183333333333334,0.48061620145031236,-0.07612212807761312,-19.406770833333333,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
203,10.233333333333333,0.47841153997576963,-0.07577294400386261,-19.331510416666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
204,10.283333333333333,0.47620687850122695,-0.07542375993011209,-19.25625,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
205,10.333333333333332,0.4740022170266842,-0.07507457585636157,-19.180989583333336,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
